GLSZM_SmallZoneEmphasis,GLSZM_LargeZoneEmphasis,GLSZM_GrayLevelNonuniformity,GLSZM_ZoneSizeNonuniformity,GLSZM_ZonePercentage,GLSZM_LowGrayLeveLZoneEmphasis,GLSZM_HighGrayLevelZoneEmphasis,GLSZM_SmallZoneLowGrayLevelEmphasis,GLSZM_SmallZoneHighGrayLevelEmphasis,GLSZM_LargeZoneLowGrayLevelEmphassis,GLSZM_LargeZoneHighGrayLevelEmphasis,GLSZM_GrayLevelVariance,GLSZM_ZoneSizeVariance,GLSZM_ZoneSizeEntropy,Class
0.17368979942993967,-65403809.33370337,0.01826179623386082,0.3977259615759694,0.2387544550115701,0.006775976032611065,1953.964113947466,0.0006855772661501159,190.69840199745428,268639.9635346595,3333082.849056604,5.438490247562297e-08,0.016411604817247977,-8.031756212777783,Anechoic
0.18381585331953357,-179554561.34447995,0.010036535600019223,0.4696237888703555,0.03893303929064731,0.0019496861635233094,5667.425561154374,0.0001306857193575816,699.9347348186676,-736435.0461935299,-2688415.0627576727,1.4964898663535446e-07,0.10071251500865853,-8.186414524018653,Anechoic
0.16986553462786808,-201731893.72024772,0.013213868895423758,0.3883016264713738,0.0307795854315741,0.0016707495702192965,6490.847501287995,5.724406048328375e-05,750.2948378497448,-722554.8316212817,-5194612.739309631,1.92004961888636e-07,0.12739220166812376,-8.14987066541878,Anechoic
0.16504602713785033,-299264892.1839871,0.015071106393797327,0.3937386548899758,0.013785809577069957,0.0021869345428063252,9480.570438799079,2.9694887190511144e-05,1139.9489167548322,-671.7514188514152,5990800.113163967,3.571968696146494e-07,0.28444377455305364,-7.910296773010457,Anechoic
0.1879691934488029,-8948132.672825811,0.015166233993411177,0.4799274145622818,0.21030723247221467,0.0016059518808156175,3433.9660014781966,0.00015176883650125662,460.4905073065504,-305969.7828465782,6398809.265829021,2.0742286275304047e-07,0.01863750283499021,-7.804703800240189,Anechoic
0.20067939570472626,-8691013.348193083,0.010934629011039141,0.5702626575137585,0.18345314452013303,0.0013553014470525022,4817.458454233711,0.00011945248194177354,778.8416970771315,108161.14420524871,8166212.134792932,2.8139185992445115e-07,0.021368751334712905,-7.872324660693446,Anechoic
0.18462754860375186,-13294497.590149507,0.015723226655342138,0.4699540289100355,0.06600957279196634,0.0033789130017379274,3885.6222515391387,0.00037713980730350955,318.089392578964,762756.3010191729,4987474.698768686,1.1973033946746109e-07,0.05939567415734701,-7.723850430150231,Anechoic
0.18462754860375186,-13294497.590149507,0.015723226655342138,0.4699540289100355,0.06600957279196634,0.0033789130017379274,3885.6222515391387,0.00037713980730350955,318.089392578964,762756.3010191729,4987474.698768686,1.1973033946746109e-07,0.05939567415734701,-7.723850430150231,Anechoic
0.18343806958988243,-13287889.934216347,0.012967657363955769,0.46291322505348137,0.06548811107828334,0.0021033524441422206,4668.9315673289175,0.00016828785679629346,493.75542422309906,800246.4696661263,14491743.314790292,1.903666425602236e-07,0.05986896540192259,-7.912669927408925,Anechoic
0.18343806958988243,-13287889.934216347,0.012967657363955769,0.46291322505348137,0.06548811107828334,0.0021033524441422206,4668.9315673289175,0.00016828785679629346,493.75542422309906,800246.4696661263,14491743.314790292,1.903666425602236e-07,0.05986896540192259,-7.912669927408925,Anechoic
0.17221188387392147,-25544213.888888896,0.009650138888066677,0.423208350517567,0.01940697854365114,0.0038580463699288644,7947.744525547446,0.0003251913379106807,810.3226599619078,-847725.1979416985,10198474.633414436,1.7610582106970765e-07,0.20205252465306822,-8.249564028466116,Anechoic
0.17221188387392147,-25544213.888888896,0.009650138888066677,0.423208350517567,0.01940697854365114,0.0038580463699288644,7947.744525547446,0.0003251913379106807,810.3226599619078,-847725.1979416985,10198474.633414436,1.7610582106970765e-07,0.20205252465306822,-8.249564028466116,Anechoic
0.18667049941483083,-5835402.784350321,0.012002479838429145,0.4661644598750093,0.619216096812267,0.0011918998339049088,3981.934529791816,0.00013789008312014813,676.9172923441388,171799.16618240147,4547914.037616657,1.891503901962817e-07,0.006326308816290553,-8.347473258014373,Anechoic
0.18667049941483083,-5835402.784350321,0.012002479838429145,0.4661644598750093,0.619216096812267,0.0011918998339049088,3981.934529791816,0.00013789008312014813,676.9172923441388,171799.16618240147,4547914.037616657,1.891503901962817e-07,0.006326308816290553,-8.347473258014373,Anechoic
0.1781276793759393,-132236018.66992894,0.014692741585414625,0.4255357076345686,0.07172513462766433,0.00114469296157037,6216.035437057037,4.5077739775643734e-05,901.4689550760858,215682.55743015205,5352933.710091123,2.768888091785908e-07,0.054663443173879396,-7.963546650875977,Anechoic
0.1781276793759393,-132236018.66992894,0.014692741585414625,0.4255357076345686,0.07172513462766433,0.00114469296157037,6216.035437057037,4.5077739775643734e-05,901.4689550760858,215682.55743015205,5352933.710091123,2.768888091785908e-07,0.054663443173879396,-7.963546650875977,Anechoic
0.1798973083028773,-118499636.7676796,0.016047248728053656,0.4329317664778865,0.09021265705343653,0.0011101400520439628,5278.715317484201,5.6544252038030053e-05,750.3556206594355,-98865.5554021668,2166807.0168522433,2.4564122703295665e-07,0.04345953961684231,-7.861001627607187,Anechoic
0.17852295677872415,-286032677.12822413,0.015910839778891513,0.46961550387765183,0.015044351183132711,0.0023811021983199147,6131.012527634487,8.99563341889658e-05,468.176270363863,218780.93932960785,14198875.982313916,2.305437574778199e-07,0.26065104251329674,-7.425215420191174,Anechoic
0.18381585331953357,-179554561.34447995,0.010036535600019223,0.4696237888703555,0.03893303929064731,0.0019496861635233094,5667.425561154374,0.0001306857193575816,699.9347348186676,-736435.0461935299,-2688415.0627576727,1.4964898663535446e-07,0.10071251500865853,-8.186414524018653,Anechoic
0.1852004258515937,-50631883.44444446,0.016497698536306237,0.449203116107912,0.5159371637856158,0.0011560593634093025,3849.246382282623,0.00011639020801023267,637.2596091367817,-17350.07206469758,775714.3298099901,1.917886745343305e-07,0.007596478225530652,-7.908989405252598,Heterogeneus
0.18274420682894743,-3453755.5773025216,0.021364110639429022,0.431264663946043,2.6816043089453316,0.001045271107332165,2148.8122800965853,0.00014729962196029795,349.02790649115957,-50834.173516317154,1974924.6021386683,1.9627977710878346e-07,0.0014598510040234188,-7.651954050767933,Heterogeneus
0.18274420682894743,-3453755.5773025216,0.021364110639429022,0.431264663946043,2.6816043089453316,0.001045271107332165,2148.8122800965853,0.00014729962196029795,349.02790649115957,-50834.173516317154,1974924.6021386683,1.9627977710878346e-07,0.0014598510040234188,-7.651954050767933,Heterogeneus
0.17038877844961792,-6969242.317569906,0.02908112364105131,0.3717568041118089,0.42851247445265245,0.004016193091028325,2009.1026924404553,0.0005197771433964445,213.9279836141172,203043.96801867412,-451178.9007594058,8.744322528352705e-08,0.009141983348427182,-7.514403127652499,Heterogeneus
0.1852004258515937,-50631883.44444446,0.016497698536306237,0.449203116107912,0.5159371637856158,0.0011560593634093025,3849.246382282623,0.00011639020801023267,637.2596091367817,-17350.07206469758,775714.3298099901,1.917886745343305e-07,0.007596478225530652,-7.908989405252598,Heterogeneus
0.1777580971235784,-6368106.441401976,0.023074674482056474,0.4088826346575853,0.3830472026580859,0.0007534916396506733,5128.479372033589,4.8021687937153633e-05,812.345081324604,306819.9920032054,2747894.531580868,4.5175862096479757e-07,0.010231284514014652,-7.684791640918253,Heterogeneus
0.19939488329564894,-4253966.349162304,0.017739798809849924,0.5399951492518905,1.2081506191613818,0.0005252155625803186,5241.207421112138,4.974142341613091e-05,990.7066704851723,-145483.19898842167,2021259.6187686308,5.554091032033117e-07,0.003242801978547372,-7.496006409662477,Heterogeneus
0.1852744873293277,-7121846.406255914,0.014179771343860198,0.450896215269199,0.3551847349944209,0.0017831999951363907,3078.7008530805683,0.00021970692278687414,426.2095521293451,-350791.4079573881,7386478.151469193,1.6527847787313534e-07,0.011034645402279103,-8.006920667521271,Heterogeneus
0.1587116629431551,-5391867.367721937,0.023267057580765537,0.31522109008993604,1.041714475482901,0.0015724895982198639,1909.9219614788576,0.0001821989808206073,234.06457210978917,247669.49250473475,1723246.266216516,1.1460565559810928e-07,0.0037577812772297938,-8.136303807131341,Heterogeneus
0.18969068484936408,-3040457.047634209,0.015434633934730185,0.47536348525870137,3.1471454934425624,0.0014556790655797325,2513.6833726039613,0.00020394489622102451,445.69094073829143,168795.32315806905,1721706.7864739227,1.78879144604888e-07,0.0012437811083920805,-7.998852193212756,Heterogeneus
